# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.378
 8.8571      0.026         12.281
 8.7857      0.032         16.136
 8.7143      0.038         19.936
 8.6429      0.045         23.670
 8.5714      0.051         27.324
 8.5000      0.057         30.882
 8.4286      0.063         34.315
 8.3571      0.069         37.586
 8.2857      0.075         40.633
 8.2143      0.082         43.344
 8.1429      0.088         45.489
 8.0714      0.094         46.409
 8.0000      0.100         38.482
