# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.899
 8.8571      0.026         10.294
 8.7857      0.032         12.653
 8.7143      0.038         14.971
 8.6429      0.045         17.240
 8.5714      0.051         19.451
 8.5000      0.057         21.591
 8.4286      0.063         23.641
 8.3571      0.069         25.575
 8.2857      0.075         27.348
 8.2143      0.082         28.887
 8.1429      0.088         30.040
 8.0714      0.094         30.399
 8.0000      0.100         27.169
