# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.949
 8.8571      0.026          9.067
 8.7857      0.032         10.164
 8.7143      0.038         11.236
 8.6429      0.045         12.281
 8.5714      0.051         13.293
 8.5000      0.057         14.264
 8.4286      0.063         15.186
 8.3571      0.069         16.044
 8.2857      0.075         16.819
 8.2143      0.082         17.476
 8.1429      0.088         17.952
 8.0714      0.094         18.111
 8.0000      0.100         17.490
