# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.113
 8.8571      0.026         10.903
 8.7857      0.032         13.655
 8.7143      0.038         16.363
 8.6429      0.045         19.019
 8.5714      0.051         21.611
 8.5000      0.057         24.127
 8.4286      0.063         26.544
 8.3571      0.069         28.834
 8.2857      0.075         30.948
 8.2143      0.082         32.801
 8.1429      0.088         34.217
 8.0714      0.094         34.711
 8.0000      0.100         30.103
