# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.000
 8.8571      0.026         10.815
 8.7857      0.032         13.594
 8.7143      0.038         16.329
 8.6429      0.045         19.012
 8.5714      0.051         21.635
 8.5000      0.057         24.182
 8.4286      0.063         26.632
 8.3571      0.069         28.958
 8.2857      0.075         31.110
 8.2143      0.082         33.003
 8.1429      0.088         34.463
 8.0714      0.094         34.997
 8.0000      0.100         30.000
