# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.932
 8.8571      0.026          8.337
 8.7857      0.032          9.724
 8.7143      0.038         11.089
 8.6429      0.045         12.427
 8.5714      0.051         13.734
 8.5000      0.057         15.002
 8.4286      0.063         16.221
 8.3571      0.069         17.374
 8.2857      0.075         18.436
 8.2143      0.082         19.362
 8.1429      0.088         20.059
 8.0714      0.094         20.263
 8.0000      0.100         17.840
