# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.625
 8.8571      0.026         12.968
 8.7857      0.032         15.269
 8.7143      0.038         17.522
 8.6429      0.045         19.719
 8.5714      0.051         21.849
 8.5000      0.057         23.899
 8.4286      0.063         25.849
 8.3571      0.069         27.672
 8.2857      0.075         29.327
 8.2143      0.082         30.744
 8.1429      0.088         31.794
 8.0714      0.094         32.176
 8.0000      0.100         30.732
