# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.967
 8.8571      0.026         10.634
 8.7857      0.032         13.265
 8.7143      0.038         15.852
 8.6429      0.045         18.390
 8.5714      0.051         20.866
 8.5000      0.057         23.268
 8.4286      0.063         25.575
 8.3571      0.069         27.759
 8.2857      0.075         29.773
 8.2143      0.082         31.536
 8.1429      0.088         32.879
 8.0714      0.094         33.337
 8.0000      0.100         29.041
