# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.084
 8.8571      0.026         11.100
 8.7857      0.032         14.076
 8.7143      0.038         17.006
 8.6429      0.045         19.880
 8.5714      0.051         22.688
 8.5000      0.057         25.415
 8.4286      0.063         28.038
 8.3571      0.069         30.527
 8.2857      0.075         32.829
 8.2143      0.082         34.856
 8.1429      0.088         36.418
 8.0714      0.094         36.995
 8.0000      0.100         31.727
