# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.756
 8.8571      0.026          9.574
 8.7857      0.032         11.363
 8.7143      0.038         13.120
 8.6429      0.045         14.837
 8.5714      0.051         16.508
 8.5000      0.057         18.122
 8.4286      0.063         19.665
 8.3571      0.069         21.114
 8.2857      0.075         22.437
 8.2143      0.082         23.575
 8.1429      0.088         24.411
 8.0714      0.094         24.641
 8.0000      0.100         22.516
