# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         13.570
 8.8571      0.026         15.325
 8.7857      0.032         17.049
 8.7143      0.038         18.737
 8.6429      0.045         20.384
 8.5714      0.051         21.981
 8.5000      0.057         23.518
 8.4286      0.063         24.978
 8.3571      0.069         26.341
 8.2857      0.075         27.570
 8.2143      0.082         28.609
 8.1429      0.088         29.347
 8.0714      0.094         29.519
 8.0000      0.100         28.066
