# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.799
 8.8571      0.026         10.044
 8.7857      0.032         11.266
 8.7143      0.038         12.462
 8.6429      0.045         13.630
 8.5714      0.051         14.766
 8.5000      0.057         15.864
 8.4286      0.063         16.921
 8.3571      0.069         17.928
 8.2857      0.075         18.877
 8.2143      0.082         19.755
 8.1429      0.088         20.543
 8.0714      0.094         21.214
 8.0000      0.100         21.720
