# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.870
 8.8571      0.026         11.755
 8.7857      0.032         14.600
 8.7143      0.038         17.397
 8.6429      0.045         20.139
 8.5714      0.051         22.815
 8.5000      0.057         25.409
 8.4286      0.063         27.899
 8.3571      0.069         30.254
 8.2857      0.075         32.424
 8.2143      0.082         34.319
 8.1429      0.088         35.757
 8.0714      0.094         36.236
 8.0000      0.100         31.739
