# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.912
 8.8571      0.026         11.215
 8.7857      0.032         12.494
 8.7143      0.038         13.744
 8.6429      0.045         14.962
 8.5714      0.051         16.141
 8.5000      0.057         17.272
 8.4286      0.063         18.346
 8.3571      0.069         19.346
 8.2857      0.075         20.246
 8.2143      0.082         21.009
 8.1429      0.088         21.560
 8.0714      0.094         21.737
 8.0000      0.100         21.004
