# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.613
 8.8571      0.026          9.246
 8.7857      0.032         10.848
 8.7143      0.038         12.417
 8.6429      0.045         13.945
 8.5714      0.051         15.426
 8.5000      0.057         16.850
 8.4286      0.063         18.204
 8.3571      0.069         19.469
 8.2857      0.075         20.617
 8.2143      0.082         21.603
 8.1429      0.088         22.341
 8.0714      0.094         22.642
 8.0000      0.100         21.844
