# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.300
 8.8571      0.026         11.646
 8.7857      0.032         14.948
 8.7143      0.038         18.201
 8.6429      0.045         21.395
 8.5714      0.051         24.517
 8.5000      0.057         27.552
 8.4286      0.063         30.476
 8.3571      0.069         33.254
 8.2857      0.075         35.832
 8.2143      0.082         38.111
 8.1429      0.088         39.887
 8.0714      0.094         40.583
 8.0000      0.100         34.338
