# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.045
 8.8571      0.026         10.697
 8.7857      0.032         13.313
 8.7143      0.038         15.886
 8.6429      0.045         18.409
 8.5714      0.051         20.870
 8.5000      0.057         23.258
 8.4286      0.063         25.551
 8.3571      0.069         27.721
 8.2857      0.075         29.721
 8.2143      0.082         31.470
 8.1429      0.088         32.801
 8.0714      0.094         33.251
 8.0000      0.100         29.019
