# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.061
 8.8571      0.026         10.967
 8.7857      0.032         13.834
 8.7143      0.038         16.656
 8.6429      0.045         19.424
 8.5714      0.051         22.127
 8.5000      0.057         24.751
 8.4286      0.063         27.275
 8.3571      0.069         29.668
 8.2857      0.075         31.879
 8.2143      0.082         33.822
 8.1429      0.088         35.315
 8.0714      0.094         35.853
 8.0000      0.100         30.891
