# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.012
 8.8571      0.026          7.767
 8.7857      0.032          9.492
 8.7143      0.038         11.183
 8.6429      0.045         12.834
 8.5714      0.051         14.438
 8.5000      0.057         15.985
 8.4286      0.063         17.461
 8.3571      0.069         18.845
 8.2857      0.075         20.107
 8.2143      0.082         21.194
 8.1429      0.088         22.003
 8.0714      0.094         22.280
 8.0000      0.100         20.797
