# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.114
 8.8571      0.026          9.892
 8.7857      0.032         11.642
 8.7143      0.038         13.359
 8.6429      0.045         15.037
 8.5714      0.051         16.668
 8.5000      0.057         18.242
 8.4286      0.063         19.745
 8.3571      0.069         21.156
 8.2857      0.075         22.440
 8.2143      0.082         23.542
 8.1429      0.088         24.346
 8.0714      0.094         24.564
 8.0000      0.100         22.652
