# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.829
 8.8571      0.026         10.330
 8.7857      0.032         12.795
 8.7143      0.038         15.219
 8.6429      0.045         17.595
 8.5714      0.051         19.912
 8.5000      0.057         22.158
 8.4286      0.063         24.314
 8.3571      0.069         26.351
 8.2857      0.075         28.226
 8.2143      0.082         29.862
 8.1429      0.088         31.100
 8.0714      0.094         31.506
 8.0000      0.100         27.703
