# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.394
 8.8571      0.026         12.113
 8.7857      0.032         15.786
 8.7143      0.038         19.405
 8.6429      0.045         22.961
 8.5714      0.051         26.441
 8.5000      0.057         29.826
 8.4286      0.063         33.093
 8.3571      0.069         36.203
 8.2857      0.075         39.096
 8.2143      0.082         41.666
 8.1429      0.088         43.691
 8.0714      0.094         44.538
 8.0000      0.100         37.139
