# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.639
 8.8571      0.026         10.574
 8.7857      0.032         13.471
 8.7143      0.038         16.322
 8.6429      0.045         19.120
 8.5714      0.051         21.854
 8.5000      0.057         24.509
 8.4286      0.063         27.064
 8.3571      0.069         29.488
 8.2857      0.075         31.732
 8.2143      0.082         33.709
 8.1429      0.088         35.236
 8.0714      0.094         35.808
 8.0000      0.100         30.634
