# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.989
 8.8571      0.026          9.274
 8.7857      0.032         10.535
 8.7143      0.038         11.771
 8.6429      0.045         12.975
 8.5714      0.051         14.142
 8.5000      0.057         15.265
 8.4286      0.063         16.332
 8.3571      0.069         17.327
 8.2857      0.075         18.227
 8.2143      0.082         18.992
 8.1429      0.088         19.544
 8.0714      0.094         19.707
 8.0000      0.100         18.807
