# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.542
 8.8571      0.026         11.991
 8.7857      0.032         16.393
 8.7143      0.038         20.741
 8.6429      0.045         25.024
 8.5714      0.051         29.230
 8.5000      0.057         33.340
 8.4286      0.063         37.327
 8.3571      0.069         41.153
 8.2857      0.075         44.753
 8.2143      0.082         48.015
 8.1429      0.088         50.697
 8.0714      0.094         52.100
 8.0000      0.100         40.878
