# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.951
 8.8571      0.026         10.251
 8.7857      0.032         12.517
 8.7143      0.038         14.744
 8.6429      0.045         16.926
 8.5714      0.051         19.052
 8.5000      0.057         21.112
 8.4286      0.063         23.086
 8.3571      0.069         24.949
 8.2857      0.075         26.660
 8.2143      0.082         28.146
 8.1429      0.088         29.261
 8.0714      0.094         29.604
 8.0000      0.100         26.315
