# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.787
 8.8571      0.026          9.195
 8.7857      0.032         10.579
 8.7143      0.038         11.935
 8.6429      0.045         13.259
 8.5714      0.051         14.544
 8.5000      0.057         15.782
 8.4286      0.063         16.960
 8.3571      0.069         18.062
 8.2857      0.075         19.061
 8.2143      0.082         19.912
 8.1429      0.088         20.527
 8.0714      0.094         20.693
 8.0000      0.100         19.471
