# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.320
 8.8571      0.026         11.739
 8.7857      0.032         15.113
 8.7143      0.038         18.434
 8.6429      0.045         21.693
 8.5714      0.051         24.877
 8.5000      0.057         27.970
 8.4286      0.063         30.946
 8.3571      0.069         33.771
 8.2857      0.075         36.386
 8.2143      0.082         38.691
 8.1429      0.088         40.477
 8.0714      0.094         41.157
 8.0000      0.100         35.149
