# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.788
 8.8571      0.026         11.452
 8.7857      0.032         16.060
 8.7143      0.038         20.604
 8.6429      0.045         25.072
 8.5714      0.051         29.449
 8.5000      0.057         33.713
 8.4286      0.063         37.836
 8.3571      0.069         41.772
 8.2857      0.075         45.452
 8.2143      0.082         48.748
 8.1429      0.088         51.399
 8.0714      0.094         52.659
 8.0000      0.100         42.685
