# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.009
 8.8571      0.026         10.712
 8.7857      0.032         13.377
 8.7143      0.038         15.999
 8.6429      0.045         18.570
 8.5714      0.051         21.078
 8.5000      0.057         23.511
 8.4286      0.063         25.848
 8.3571      0.069         28.060
 8.2857      0.075         30.099
 8.2143      0.082         31.883
 8.1429      0.088         33.242
 8.0714      0.094         33.706
 8.0000      0.100         29.388
