# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.720
 8.8571      0.026         11.886
 8.7857      0.032         14.026
 8.7143      0.038         16.135
 8.6429      0.045         18.207
 8.5714      0.051         20.234
 8.5000      0.057         22.206
 8.4286      0.063         24.107
 8.3571      0.069         25.915
 8.2857      0.075         27.592
 8.2143      0.082         29.072
 8.1429      0.088         30.215
 8.0714      0.094         30.619
 8.0000      0.100         26.251
