# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.065
 8.8571      0.026         11.364
 8.7857      0.032         14.621
 8.7143      0.038         17.829
 8.6429      0.045         20.979
 8.5714      0.051         24.058
 8.5000      0.057         27.051
 8.4286      0.063         29.936
 8.3571      0.069         32.676
 8.2857      0.075         35.220
 8.2143      0.082         37.468
 8.1429      0.088         39.222
 8.0714      0.094         39.912
 8.0000      0.100         33.746
