# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.394
 8.8571      0.026         12.315
 8.7857      0.032         16.188
 8.7143      0.038         20.006
 8.6429      0.045         23.757
 8.5714      0.051         27.429
 8.5000      0.057         31.003
 8.4286      0.063         34.453
 8.3571      0.069         37.740
 8.2857      0.075         40.801
 8.2143      0.082         43.525
 8.1429      0.088         45.680
 8.0714      0.094         46.606
 8.0000      0.100         38.639
