# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.549
 8.8571      0.026          8.740
 8.7857      0.032          9.910
 8.7143      0.038         11.056
 8.6429      0.045         12.174
 8.5714      0.051         13.258
 8.5000      0.057         14.301
 8.4286      0.063         15.292
 8.3571      0.069         16.218
 8.2857      0.075         17.055
 8.2143      0.082         17.766
 8.1429      0.088         18.277
 8.0714      0.094         18.415
 8.0000      0.100         17.490
