# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.658
 8.8571      0.026         12.280
 8.7857      0.032         15.857
 8.7143      0.038         19.380
 8.6429      0.045         22.842
 8.5714      0.051         26.227
 8.5000      0.057         29.520
 8.4286      0.063         32.696
 8.3571      0.069         35.716
 8.2857      0.075         38.524
 8.2143      0.082         41.012
 8.1429      0.088         42.963
 8.0714      0.094         43.756
 8.0000      0.100         36.717
