# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.676
 8.8571      0.026         12.207
 8.7857      0.032         15.692
 8.7143      0.038         19.126
 8.6429      0.045         22.497
 8.5714      0.051         25.794
 8.5000      0.057         28.999
 8.4286      0.063         32.087
 8.3571      0.069         35.023
 8.2857      0.075         37.748
 8.2143      0.082         40.159
 8.1429      0.088         42.041
 8.0714      0.094         42.786
 8.0000      0.100         36.120
