# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.025
 8.8571      0.026          7.719
 8.7857      0.032          9.393
 8.7143      0.038         11.044
 8.6429      0.045         12.666
 8.5714      0.051         14.254
 8.5000      0.057         15.799
 8.4286      0.063         17.291
 8.3571      0.069         18.712
 8.2857      0.075         20.033
 8.2143      0.082         21.205
 8.1429      0.088         22.122
 8.0714      0.094         22.479
 8.0000      0.100         18.948
