# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.233
 8.8571      0.026         13.192
 8.7857      0.032         17.107
 8.7143      0.038         20.972
 8.6429      0.045         24.778
 8.5714      0.051         28.512
 8.5000      0.057         32.157
 8.4286      0.063         35.688
 8.3571      0.069         39.069
 8.2857      0.075         42.240
 8.2143      0.082         45.096
 8.1429      0.088         47.411
 8.0714      0.094         48.531
 8.0000      0.100         39.002
