# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.903
 8.8571      0.026          9.915
 8.7857      0.032         11.896
 8.7143      0.038         13.842
 8.6429      0.045         15.746
 8.5714      0.051         17.601
 8.5000      0.057         19.395
 8.4286      0.063         21.111
 8.3571      0.069         22.728
 8.2857      0.075         24.208
 8.2143      0.082         25.487
 8.1429      0.088         26.434
 8.0714      0.094         26.705
 8.0000      0.100         24.085
