# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         11.826
 8.8571      0.026         15.667
 8.7857      0.032         19.463
 8.7143      0.038         23.209
 8.6429      0.045         26.893
 8.5714      0.051         30.504
 8.5000      0.057         34.023
 8.4286      0.063         37.426
 8.3571      0.069         40.675
 8.2857      0.075         43.710
 8.2143      0.082         46.420
 8.1429      0.088         48.576
 8.0714      0.094         49.507
 8.0000      0.100         40.896
