# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.455
 8.8571      0.026         14.236
 8.7857      0.032         17.967
 8.7143      0.038         21.640
 8.6429      0.045         25.243
 8.5714      0.051         28.764
 8.5000      0.057         32.183
 8.4286      0.063         35.472
 8.3571      0.069         38.593
 8.2857      0.075         41.480
 8.2143      0.082         44.020
 8.1429      0.088         45.978
 8.0714      0.094         46.695
 8.0000      0.100         40.056
