# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.084
 8.8571      0.026         10.706
 8.7857      0.032         13.291
 8.7143      0.038         15.834
 8.6429      0.045         18.327
 8.5714      0.051         20.760
 8.5000      0.057         23.118
 8.4286      0.063         25.383
 8.3571      0.069         27.526
 8.2857      0.075         29.500
 8.2143      0.082         31.225
 8.1429      0.088         32.536
 8.0714      0.094         32.973
 8.0000      0.100         28.839
