# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.603
 8.8571      0.026         11.915
 8.7857      0.032         15.183
 8.7143      0.038         18.402
 8.6429      0.045         21.561
 8.5714      0.051         24.649
 8.5000      0.057         27.649
 8.4286      0.063         30.537
 8.3571      0.069         33.280
 8.2857      0.075         35.822
 8.2143      0.082         38.063
 8.1429      0.088         39.802
 8.0714      0.094         40.463
 8.0000      0.100         34.454
