# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.625
 8.8571      0.026         12.960
 8.7857      0.032         15.252
 8.7143      0.038         17.497
 8.6429      0.045         19.685
 8.5714      0.051         21.806
 8.5000      0.057         23.847
 8.4286      0.063         25.788
 8.3571      0.069         27.603
 8.2857      0.075         29.251
 8.2143      0.082         30.662
 8.1429      0.088         31.710
 8.0714      0.094         32.101
 8.0000      0.100         30.732
