 lambda   Irr_dw            Rad_up 
 550.000  1.5575151700e+00  7.7652015690e-02 
 551.000  1.5472014800e+00  7.6977790830e-02 
 552.000  1.6132249800e+00  8.0203758240e-02 
 553.000  1.5494703100e+00  7.6853614810e-02 
 554.000  1.5995334100e+00  7.9256713870e-02 
 555.000  1.6035083300e+00  7.9241004940e-02 
 556.000  1.5588304100e+00  7.6829429630e-02 
 557.000  1.5121904200e+00  7.4463111880e-02 
 558.000  1.5692474100e+00  7.7068473820e-02 
 559.000  1.4829481200e+00  7.2691749570e-02 
 560.000  1.4891982100e+00  7.2924461360e-02 
 561.000  1.6364714200e+00  7.9915794370e-02 
 562.000  1.5023162800e+00  7.3259368900e-02 
 563.000  1.5716645600e+00  7.6436714170e-02 
 564.000  1.5496072600e+00  7.5102851870e-02 
 565.000  1.5683762800e+00  7.5911682130e-02 
 566.000  1.4460914700e+00  6.9803932190e-02 
 567.000  1.5524924400e+00  7.4610748290e-02 
 568.000  1.5530609100e+00  7.3979972840e-02 
 569.000  1.5316271400e+00  7.1767623900e-02 
 570.000  1.5381524700e+00  7.2063957210e-02 
 571.000  1.4770787000e+00  6.9808601380e-02 
 572.000  1.5680460700e+00  7.3367851260e-02 
 573.000  1.5829058700e+00  7.4181777950e-02 
 574.000  1.5738161400e+00  7.3695701600e-02 
 575.000  1.5359266200e+00  7.1764129640e-02 
 576.000  1.5082628200e+00  7.0375175480e-02 
 577.000  1.5689919700e+00  7.3256713870e-02 
 578.000  1.5204548800e+00  7.1293083190e-02 
 579.000  1.5066046700e+00  7.0710540770e-02 
 580.000  1.5565136500e+00  7.3282958980e-02 
 581.000  1.5253310200e+00  7.1975738530e-02 
 582.000  1.5463039200e+00  7.2881828310e-02 
 583.000  1.5562140400e+00  7.3385757450e-02 
 584.000  1.5505338000e+00  7.2948654170e-02 
 585.000  1.5398958000e+00  7.2303352360e-02 
 586.000  1.4733964700e+00  6.9126815800e-02 
 587.000  1.5340844400e+00  7.1424324040e-02 
 588.000  1.5322119400e+00  6.9947937010e-02 
 589.000  1.3775150300e+00  6.1270732880e-02 
 590.000  1.4395056500e+00  6.3906520840e-02 
 591.000  1.5149138400e+00  6.8230697630e-02 
 592.000  1.4934911500e+00  6.6521240230e-02 
 593.000  1.4927315700e+00  6.7623107910e-02 
 594.000  1.5100342500e+00  6.8061355590e-02 
 595.000  1.4926558300e+00  6.6305023190e-02 
 596.000  1.5128993100e+00  6.8418876650e-02 
 597.000  1.5209542400e+00  6.8316123960e-02 
 598.000  1.4829622300e+00  6.7106376650e-02 
 599.000  1.4804643800e+00  6.7152481080e-02 
 600.000  1.4745455800e+00  6.7362312320e-02 
 601.000  1.4620917700e+00  6.7139167790e-02 
 602.000  1.4445886400e+00  6.6354026790e-02 
 603.000  1.4518240200e+00  6.6803451540e-02 
 604.000  1.4965331700e+00  6.9000358580e-02 
 605.000  1.4920897400e+00  6.8664871220e-02 
 606.000  1.4745650700e+00  6.7883651730e-02 
 607.000  1.4660808600e+00  6.7391769410e-02 
 608.000  1.4605672800e+00  6.7010108950e-02 
 609.000  1.4454792500e+00  6.6275627140e-02 
 610.000  1.4222250500e+00  6.5087524410e-02 
 611.000  1.4452238200e+00  6.6084442140e-02 
 612.000  1.4263525100e+00  6.5175247190e-02 
 613.000  1.4054714500e+00  6.4115112300e-02 
 614.000  1.3542310600e+00  6.1749301910e-02 
 615.000  1.4196242900e+00  6.4587547300e-02 
 616.000  1.3498010600e+00  6.1392246250e-02 
 617.000  1.3574855400e+00  6.1686714170e-02 
 618.000  1.4216327200e+00  6.4431945800e-02 
 619.000  1.4087832700e+00  6.3851367950e-02 
 620.000  1.4298087100e+00  6.4629150390e-02 
 621.000  1.4546946100e+00  6.5691535950e-02 
 622.000  1.3782840900e+00  6.2126583100e-02 
 623.000  1.3895088500e+00  6.2421558380e-02 
 624.000  1.3914455200e+00  6.2518302920e-02 
 625.000  1.3541821300e+00  6.0784496310e-02 
 626.000  1.3621075500e+00  6.0890937810e-02 
 627.000  1.3905919400e+00  6.1573764800e-02 
 628.000  1.3971015800e+00  6.0187023160e-02 
 629.000  1.4180403000e+00  6.1767047880e-02 
 630.000  1.3671366100e+00  5.9917247770e-02 
 631.000  1.4129714100e+00  6.2078651430e-02 
 632.000  1.3183237200e+00  5.7673107150e-02 
 633.000  1.4085380100e+00  6.2041839600e-02 
 634.000  1.3639071700e+00  6.0239818570e-02 
 635.000  1.3884219500e+00  6.1335384370e-02 
 636.000  1.3381440400e+00  5.9195945740e-02 
 637.000  1.3814764300e+00  6.1168087010e-02 
 638.000  1.4002179700e+00  6.2176551820e-02 
 639.000  1.3883618300e+00  6.1505767820e-02 
 640.000  1.3433695600e+00  5.9749313350e-02 
 641.000  1.3626162500e+00  6.0549400330e-02 
 642.000  1.3452469100e+00  5.9807540890e-02 
 643.000  1.3704477300e+00  6.0715930940e-02 
 644.000  1.3546448500e+00  5.9890678410e-02 
 645.000  1.3688751000e+00  6.0328346250e-02 
 646.000  1.3266317500e+00  5.7458335880e-02 
 647.000  1.3519128400e+00  5.7884471890e-02 
 648.000  1.3574822900e+00  5.7598548890e-02 
 649.000  1.3774928700e+00  5.8779537200e-02 
 650.000  1.2641102000e+00  5.4884082790e-02 
 651.000  1.3617921000e+00  5.9086238860e-02 
 652.000  1.3472129000e+00  5.7526420590e-02 
 653.000  1.3608810300e+00  5.9105010990e-02 
 654.000  1.3446303700e+00  5.8125831600e-02 
 655.000  1.3139864100e+00  5.6379600520e-02 
 656.000  1.1142380400e+00  4.7863967900e-02 
 657.000  1.1869804400e+00  5.1147720340e-02 
 658.000  1.3177468300e+00  5.7192161560e-02 
 659.000  1.3183997900e+00  5.7369014740e-02 
 660.000  1.3276875100e+00  5.7856662750e-02 
 661.000  1.3302897900e+00  5.8278121950e-02 
 662.000  1.3479722000e+00  5.9162559510e-02 
 663.000  1.3333895900e+00  5.8396892550e-02 
 664.000  1.3116913300e+00  5.7452411650e-02 
 665.000  1.3170332900e+00  5.7667484280e-02 
 666.000  1.3323192300e+00  5.8447063450e-02 
 667.000  1.3054679600e+00  5.7182605740e-02 
 668.000  1.3123261200e+00  5.7586906430e-02 
 669.000  1.3309555000e+00  5.8435184480e-02 
 670.000  1.3149068700e+00  5.7591594700e-02 
 671.000  1.3008093400e+00  5.6971206670e-02 
 672.000  1.2964982200e+00  5.6734363560e-02 
 673.000  1.3057078600e+00  5.7072925570e-02 
 674.000  1.3081869300e+00  5.7155845640e-02 
 675.000  1.2881284100e+00  5.6196922300e-02 
 676.000  1.3123724300e+00  5.7235645290e-02 
 677.000  1.2862134700e+00  5.6078907010e-02 
 678.000  1.3074100800e+00  5.6936073300e-02 
 679.000  1.2889775000e+00  5.6031879430e-02 
 680.000  1.2795261200e+00  5.5560802460e-02 
 681.000  1.2815049600e+00  5.5541664120e-02 
 682.000  1.2790509100e+00  5.5314163210e-02 
 683.000  1.2877558600e+00  5.5570705410e-02 
 684.000  1.2655216200e+00  5.4547763820e-02 
 685.000  1.2792053600e+00  5.5091690060e-02 
 686.000  1.2259489000e+00  5.2379547120e-02 
 687.000  1.2268494100e+00  4.7938125610e-02 
 688.000  1.2277724000e+00  4.9101123810e-02 
 689.000  1.2313083700e+00  4.8960578920e-02 
 690.000  1.2372672300e+00  4.9797592160e-02 
 691.000  1.2422521600e+00  5.0803695680e-02 
 692.000  1.2347919300e+00  5.0915321350e-02 
 693.000  1.2429685600e+00  5.0395801540e-02 
 694.000  1.2566273500e+00  5.0262275700e-02 
 695.000  1.2336206500e+00  4.9748973850e-02 
 696.000  1.2474322800e+00  5.0559757230e-02 
 697.000  1.2463668000e+00  5.2158927920e-02 
 698.000  1.2240536200e+00  5.0778610230e-02 
 699.000  1.2499264400e+00  5.0476593020e-02 
 700.000  1.2349630300e+00  5.0032154080e-02 
 701.000  1.2080268100e+00  4.8597690580e-02 
 702.000  1.2018106000e+00  4.8532909390e-02 
 703.000  1.2164051800e+00  5.0153892520e-02 
 704.000  1.2199165200e+00  5.0353401180e-02 
 705.000  1.2304208500e+00  5.0282142640e-02 
 706.000  1.2172833800e+00  4.9820121770e-02 
 707.000  1.1986046100e+00  4.9214454650e-02 
 708.000  1.2331301100e+00  5.0806900020e-02 
 709.000  1.1886029900e+00  4.9315422060e-02 
 710.000  1.2169166800e+00  4.9994678500e-02 
 711.000  1.2038586000e+00  4.9842063900e-02 
 712.000  1.1864292900e+00  4.9506690980e-02 
 713.000  1.1820168300e+00  4.8974163060e-02 
 714.000  1.2023375300e+00  4.9626426700e-02 
 715.000  1.1611996500e+00  4.7410415650e-02 
 716.000  1.1923790600e+00  4.8156230930e-02 
 717.000  1.1626408400e+00  4.4484287260e-02 
 718.000  1.1564816300e+00  4.2797492980e-02 
 719.000  1.1431653000e+00  4.1718048100e-02 
 720.000  1.1514988800e+00  4.1355194090e-02 
 721.000  1.1498350300e+00  4.4507366180e-02 
 722.000  1.1659169600e+00  4.6236869810e-02 
 723.000  1.1635594600e+00  4.5385734560e-02 
 724.000  1.1706100100e+00  4.3708160400e-02 
 725.000  1.1578297700e+00  4.3478054050e-02 
 726.000  1.1557065800e+00  4.3293807980e-02 
 727.000  1.1728000300e+00  4.4126602170e-02 
 728.000  1.1526499300e+00  4.3103172300e-02 
 729.000  1.1068345400e+00  4.2020862580e-02 
 730.000  1.1477358900e+00  4.3433387760e-02 
 731.000  1.1288003200e+00  4.2631668090e-02 
 732.000  1.1499203500e+00  4.4569023130e-02 
 733.000  1.1320630800e+00  4.5128913880e-02 
 734.000  1.1552781100e+00  4.6647304530e-02 
 735.000  1.1460626400e+00  4.5990539550e-02 
 736.000  1.1250201700e+00  4.4745227810e-02 
 737.000  1.1396145100e+00  4.5570289610e-02 
 738.000  1.1361526200e+00  4.5852294920e-02 
 739.000  1.0992552900e+00  4.4573776250e-02 
 740.000  1.1092384900e+00  4.5408451080e-02 
 741.000  1.1001840000e+00  4.5381141660e-02 
 742.000  1.0819692400e+00  4.4758850100e-02 
 743.000  1.1134431800e+00  4.6366577150e-02 
 744.000  1.1238761800e+00  4.6946643830e-02 
 745.000  1.0945281100e+00  4.5854904170e-02 
 746.000  1.1096625000e+00  4.6531944270e-02 
 747.000  1.1262735500e+00  4.7198383330e-02 
 748.000  1.1060355500e+00  4.6359649660e-02 
 749.000  1.1062294200e+00  4.6384128570e-02 
 750.000  1.0900712700e+00  4.5613567350e-02 
 751.000  1.0872600100e+00  4.5477779390e-02 
 752.000  1.1037294700e+00  4.6216918950e-02 
 753.000  1.0932751600e+00  4.5780101780e-02 
 754.000  1.1103908700e+00  4.6489128110e-02 
 755.000  1.1040181500e+00  4.6205410000e-02 
 756.000  1.0824002900e+00  4.5285087590e-02 
 757.000  1.0903969400e+00  4.5600933070e-02 
 758.000  1.0892567300e+00  4.5455986020e-02 
 759.000  1.0479817900e+00  4.1462459560e-02 
 760.000  8.2434850800e-01  2.2786743160e-02 
 761.000  7.9439207800e-01  2.1004995350e-02 
