# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.863
 8.8571      0.026          9.696
 8.7857      0.032         11.501
 8.7143      0.038         13.272
 8.6429      0.045         15.004
 8.5714      0.051         16.689
 8.5000      0.057         18.317
 8.4286      0.063         19.873
 8.3571      0.069         21.334
 8.2857      0.075         22.668
 8.2143      0.082         23.815
 8.1429      0.088         24.658
 8.0714      0.094         24.889
 8.0000      0.100         22.753
