# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.052
 8.8571      0.026         10.884
 8.7857      0.032         13.679
 8.7143      0.038         16.431
 8.6429      0.045         19.132
 8.5714      0.051         21.772
 8.5000      0.057         24.335
 8.4286      0.063         26.804
 8.3571      0.069         29.146
 8.2857      0.075         31.315
 8.2143      0.082         33.225
 8.1429      0.088         34.700
 8.0714      0.094         35.244
 8.0000      0.100         30.142
