# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.020
 8.8571      0.026          8.412
 8.7857      0.032          9.785
 8.7143      0.038         11.136
 8.6429      0.045         12.462
 8.5714      0.051         13.755
 8.5000      0.057         15.010
 8.4286      0.063         16.216
 8.3571      0.069         17.356
 8.2857      0.075         18.405
 8.2143      0.082         19.319
 8.1429      0.088         20.005
 8.0714      0.094         20.200
 8.0000      0.100         17.840
