# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.632
 8.8571      0.026          9.080
 8.7857      0.032         10.504
 8.7143      0.038         11.901
 8.6429      0.045         13.264
 8.5714      0.051         14.588
 8.5000      0.057         15.864
 8.4286      0.063         17.081
 8.3571      0.069         18.219
 8.2857      0.075         19.253
 8.2143      0.082         20.135
 8.1429      0.088         20.773
 8.0714      0.094         20.942
 8.0000      0.100         19.577
