# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.101
 8.8571      0.026         12.922
 8.7857      0.032         16.695
 8.7143      0.038         20.414
 8.6429      0.045         24.069
 8.5714      0.051         27.645
 8.5000      0.057         31.125
 8.4286      0.063         34.483
 8.3571      0.069         37.681
 8.2857      0.075         40.657
 8.2143      0.082         43.301
 8.1429      0.088         45.385
 8.0714      0.094         46.254
 8.0000      0.100         38.555
