# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.917
 8.8571      0.026         10.058
 8.7857      0.032         12.167
 8.7143      0.038         14.240
 8.6429      0.045         16.269
 8.5714      0.051         18.245
 8.5000      0.057         20.158
 8.4286      0.063         21.990
 8.3571      0.069         23.717
 8.2857      0.075         25.300
 8.2143      0.082         26.671
 8.1429      0.088         27.692
 8.0714      0.094         27.994
 8.0000      0.100         25.089
