# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.627
 8.8571      0.026          8.775
 8.7857      0.032          9.903
 8.7143      0.038         11.007
 8.6429      0.045         12.082
 8.5714      0.051         13.124
 8.5000      0.057         14.125
 8.4286      0.063         15.076
 8.3571      0.069         15.962
 8.2857      0.075         16.763
 8.2143      0.082         17.442
 8.1429      0.088         17.933
 8.0714      0.094         18.086
 8.0000      0.100         17.362
