# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.441
 8.8571      0.026          9.306
 8.7857      0.032         11.143
 8.7143      0.038         12.946
 8.6429      0.045         14.710
 8.5714      0.051         16.428
 8.5000      0.057         18.088
 8.4286      0.063         19.676
 8.3571      0.069         21.170
 8.2857      0.075         22.536
 8.2143      0.082         23.714
 8.1429      0.088         24.585
 8.0714      0.094         24.831
 8.0000      0.100         22.516
