# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.893
 8.8571      0.026         11.492
 8.7857      0.032         15.046
 8.7143      0.038         18.547
 8.6429      0.045         21.988
 8.5714      0.051         25.354
 8.5000      0.057         28.628
 8.4286      0.063         31.788
 8.3571      0.069         34.795
 8.2857      0.075         37.593
 8.2143      0.082         40.079
 8.1429      0.088         42.037
 8.0714      0.094         42.858
 8.0000      0.100         35.742
