# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.710
 8.8571      0.026          9.121
 8.7857      0.032         10.509
 8.7143      0.038         11.869
 8.6429      0.045         13.197
 8.5714      0.051         14.486
 8.5000      0.057         15.728
 8.4286      0.063         16.911
 8.3571      0.069         18.018
 8.2857      0.075         19.022
 8.2143      0.082         19.877
 8.1429      0.088         20.496
 8.0714      0.094         20.660
 8.0000      0.100         19.384
