# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.176
 8.8571      0.026         11.545
 8.7857      0.032         14.871
 8.7143      0.038         18.146
 8.6429      0.045         21.363
 8.5714      0.051         24.508
 8.5000      0.057         27.565
 8.4286      0.063         30.511
 8.3571      0.069         33.311
 8.2857      0.075         35.910
 8.2143      0.082         38.209
 8.1429      0.088         40.003
 8.0714      0.094         40.714
 8.0000      0.100         34.383
