# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.043
 8.8571      0.026         10.941
 8.7857      0.032         13.800
 8.7143      0.038         16.613
 8.6429      0.045         19.373
 8.5714      0.051         22.069
 8.5000      0.057         24.685
 8.4286      0.063         27.202
 8.3571      0.069         29.587
 8.2857      0.075         31.792
 8.2143      0.082         33.729
 8.1429      0.088         35.218
 8.0714      0.094         35.754
 8.0000      0.100         30.809
