# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.176
 8.8571      0.026         11.733
 8.7857      0.032         15.245
 8.7143      0.038         18.704
 8.6429      0.045         22.102
 8.5714      0.051         25.425
 8.5000      0.057         28.657
 8.4286      0.063         31.773
 8.3571      0.069         34.737
 8.2857      0.075         37.490
 8.2143      0.082         39.931
 8.1429      0.088         41.845
 8.0714      0.094         42.625
 8.0000      0.100         35.783
