# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.251
 8.8571      0.026         10.525
 8.7857      0.032         12.766
 8.7143      0.038         14.968
 8.6429      0.045         17.125
 8.5714      0.051         19.226
 8.5000      0.057         21.259
 8.4286      0.063         23.207
 8.3571      0.069         25.044
 8.2857      0.075         26.729
 8.2143      0.082         28.190
 8.1429      0.088         29.280
 8.0714      0.094         29.606
 8.0000      0.100         26.470
