# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.234
 8.8571      0.026         11.680
 8.7857      0.032         15.081
 8.7143      0.038         18.431
 8.6429      0.045         21.721
 8.5714      0.051         24.939
 8.5000      0.057         28.066
 8.4286      0.063         31.081
 8.3571      0.069         33.947
 8.2857      0.075         36.607
 8.2143      0.082         38.962
 8.1429      0.088         40.802
 8.0714      0.094         41.537
 8.0000      0.100         35.018
