# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.309
 8.8571      0.026         12.231
 8.7857      0.032         16.106
 8.7143      0.038         19.927
 8.6429      0.045         23.684
 8.5714      0.051         27.363
 8.5000      0.057         30.947
 8.4286      0.063         34.409
 8.3571      0.069         37.712
 8.2857      0.075         40.795
 8.2143      0.082         43.547
 8.1429      0.088         45.739
 8.0714      0.094         46.713
 8.0000      0.100         38.367
