# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.876
 8.8571      0.026         10.192
 8.7857      0.032         12.473
 8.7143      0.038         14.716
 8.6429      0.045         16.912
 8.5714      0.051         19.054
 8.5000      0.057         21.128
 8.4286      0.063         23.116
 8.3571      0.069         24.994
 8.2857      0.075         26.718
 8.2143      0.082         28.217
 8.1429      0.088         29.343
 8.0714      0.094         29.693
 8.0000      0.100         26.352
