# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.526
 8.8571      0.026         12.226
 8.7857      0.032         15.879
 8.7143      0.038         19.478
 8.6429      0.045         23.013
 8.5714      0.051         26.472
 8.5000      0.057         29.836
 8.4286      0.063         33.080
 8.3571      0.069         36.166
 8.2857      0.075         39.036
 8.2143      0.082         41.581
 8.1429      0.088         43.579
 8.0714      0.094         44.400
 8.0000      0.100         37.190
