# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.682
 8.8571      0.026          9.480
 8.7857      0.032         11.249
 8.7143      0.038         12.984
 8.6429      0.045         14.680
 8.5714      0.051         16.327
 8.5000      0.057         17.917
 8.4286      0.063         19.435
 8.3571      0.069         20.858
 8.2857      0.075         22.155
 8.2143      0.082         23.267
 8.1429      0.088         24.082
 8.0714      0.094         24.314
 8.0000      0.100         22.489
